Latitude,Longitude,DepthOfSoil,TotalUnitWeight,N60,FinesContent,PeakGroundAcceleration,GoundWaterLevel,SoilType,ModulusOfElasticity
15.460948,120.571038,15,23,100,0,0.42,100,Coring,6000
15.439278,120.1588021,15,23,100,0,0.36,9,Coring,6000
15.473513,120.586521,15,23,100,0,0.42,3,Coring,6000
15.473617,120.586585,15,23,100,0,0.42,3,Coring,6000
15.50401,120.545443,15,21.2,100,0,0.42,100,Coring,6000
15.500177,120.578478,15,23,100,0,0.42,4.2,Coring,6000
15.500281,120.578607,15,23,100,0,0.42,4.2,Coring,6000
15.461005,120.628472,15,23,100,0,0.3,3,Coring,6000
15.514846,120.595286,15,23,100,0,0.2,2,Silty Tuff,6000
15.471258,120.62191,15,23,100,0,0.42,10,Sandstone,6000
15.471257,120.621935,15,23,100,0,0.42,11,Sandstone,6000
15.47107,120.621805,15,23,100,0,0.42,11,Sandstone,6000
15.471258,120.62191,15,23,100,0,0.42,10.5,Sandstone,6000
15.470799,120.621795,15,23,100,0,0.42,10,Sandstone,6000
15.47079,120.62194,15,23,100,0,0.42,11,Sandstone,6000
15.452293,120.604534,15,23,100,0,0.36,3,Tuff,6000
15.405077,120.523147,15,24.2,71,25.7,0.4,100,SM,65
15.404488,120.52111,15,20.3,72,24.8,0.4,100,SM,65
15.350556,120.5733333,15,21,100,22.72,0.4,100,SM,65
15.35027778,120.5733333,15,21,100,26.11,0.4,100,SM,65
15.663855,120.640629,15,21,44,30.1,0.4,3,SM,35
15.636466,120.678522,15,21,24,67.66,0.4,5,MH,27.5
15.636579,120.67891,15,21,28,68.29,0.4,6,MH,27.5
15.636575,120.678641,15,21,39,61.67,0.4,100,MH,55
15.350654,120.4597661,15,21,59,30.23,0.45,8.5,SM,65
15.3505555,120.4594444,15,21,50,33.13,0.45,8.5,SM,35
15.3508333,120.4596333,15,21,67,25.8,0.45,8.5,SM,65
15.3507366,120.4596797,15,21,48,32.82,0.45,8.5,SM,35
15.3596706,120.5295569,15,21,54,22.22,0.4,1.5,SM,65
15.3596141,120.5296142,15,21,53,34.38,0.4,1.5,SM,65
15.3170505,120.5445324,15,23,100,0,0.4,9,Silty Tuff,6000
15.317026,120.5444387,15,23,100,0,0.4,12,Silty Tuff,6000
15.3169582,120.5443456,15,23,100,0,0.4,9,Silty Tuff,6000
15.3576096,120.5307234,15,21,58,24.69,0.4,7.5,SM,65
15.3576708,120.5305979,15,21,59,29.56,0.4,7.5,SM,65
15.3575746,120.5304976,15,21,59,25.74,0.4,7.5,SM,65
15.360509,120.5299422,15,21,87,81.74,0.4,9.3,CH,55
15.3606868,120.5302883,15,21,89,24.65,0.4,9.5,SM,65
15.3604388,120.53002,15,21,89,23.55,0.4,9.5,SM,65
15.3605854,120.5301752,15,21,89,55.75,0.4,9.3,ML,55
15.3589515,120.5297841,15,21,50,32.16,0.4,3,SM,35
15.3589267,120.5296187,15,21,53,34.38,0.4,1.5,SM,65
15.3502499,120.4587197,15,21,100,32.73,0.45,1.05,SM,65
15.3502834,120.4589033,15,21,100,27.47,0.45,1.05,SM,65
15.3504817,120.4589928,15,21,100,29.94,0.45,1.05,SM,65
15.359346,120.5292768,15,21,59,32.75,0.4,7.5,SM,65
15.3591204,120.5295204,15,21,57,33.94,0.4,7.5,SM,65
15.3585559,120.5361853,15,23,100,0,0.4,100,Coring,6000
15.3588452,120.5360233,15,23,100,0,0.4,100,Coring,6000
15.311507,120.525509,15,23,100,0,0.4,100,Tuff,6000
15.311605,120.525277,15,23,100,0,0.4,100,Tuff,6000
15.311683,120.525076,15,23,100,0,0.4,100,Tuff,6000
15.367389,120.491501,15,23,100,0,0.45,7.5,ROCK,6000
15.368729,120.490337,15,23,100,0,0.45,7.5,ROCK,6000
15.368404,120.491331,15,23,100,0,0.45,7.5,ROCK,6000
15.32775,120.591127,15,21,58,30.81,0.4,3,SM,65
15.327568,120.590818,15,21,66,18.76,0.4,3,SM,65
15.327553,120.591062,15,21,100,15.02,0.4,6,SM,65
15.327533,120.591042,15,21,58,29.17,0.4,3,SM,65
15.3360374,120.6249407,15,21,46,83.78,0.36,1.05,CH,55
15.335743,120.6249792,15,21,50,82.82,0.36,1.05,CH,55
15.3032316,120.6952735,15,21,78,4.33,0.33,4.05,SP,65
15.3030271,120.695197,15,21,80,1.59,0.33,4.05,SP,65
15.3360188,120.658229,15,21,61,23.71,0.4,100,SM,65
15.3358829,120.6581489,15,21,61,20.17,0.4,100,SM,65
15.3358237,120.6583001,15,21,62,19.15,0.4,100,SM,65
15.3246303,120.6566815,15,21,59,24.14,0.36,1,SM,65
15.3241186,120.6565847,15,21,60,25.76,0.36,1,SM,65
15.326433,120.6543302,15,21,89,23.14,0.36,1,SM,65
15.3264609,120.6545474,15,21,89,21.44,0.36,1,SM,65
15.325277,120.653888,15,21,100,30.31,0.36,100,SM,65
15.325833,120.653611,15,21,88,30.84,0.36,100,SM,65
15.325833,120.654166,15,21,88,24.9,0.36,100,SM,65
15.686632,120.412972,15,16.7,53,65.3,0.4,4.5,MH,20
15.686638,120.41313,15,16.8,55,67.3,0.4,5,MH,20
15.686652,120.412968,15,21,54,66.4,0.4,6,MH,55
15.686296,120.412971,15,21,21,63.4,0.4,7,MH,27.5
15.686062,120.412563,15,21,32,63.4,0.4,7,MH,55
15.743831,120.443005,15,23,100,0,0.3,100,ROCK,6000
15.743915,120.443051,15,23,100,0,0.3,100,ROCK,6000
15.745085,120.576019,15,21,100,54,0.3,2,ML,55
15.744907,120.576261,15,21,94,57,0.3,2,ML,55
15.769692,120.575525,15,21,52,26.5,0.3,1,SM,65
15.808724,120.571566,15,21,23,54.1,0.3,1,ML,27.5
15.808848,120.571571,15,21,31,55,0.3,1,ML,55
15.737812,120.577325,15,21,45,55.74,0.3,6,ML,55
15.737879,120.577483,15,21,53,53.39,0.3,6,ML,55
15.74407,120.597089,15,17,56,63.58,0.3,100,MH,20
15.625795,120.650289,15,17,27,61.05,0.3,6,MH,15
15.625836,120.650662,15,17,27,62.66,0.3,6,MH,15
15.666889,120.642879,15,16,22,61.59,0.3,1,MH,15
15.684023,120.639705,15,17,75,66.54,0.3,21,MH,20
15.685089,120.637294,15,19.6,28,33.18,0.4,1,SM,15
15.786314,120.605458,15,20,38,20.5,0.3,3.5,SM,20
15.798112,120.611316,15,18,55,52.1,0.4,100,ML,20
15.798144,120.611495,15,18,58,55.9,0.4,100,ML,20
15.7854,120.613728,15,20,38,33.04,0.3,5,SM,20
15.785383,120.613613,15,19,46,32.84,0.3,3,SM,20
15.78522,120.613398,15,18,27,35.74,0.3,3,SM,15
15.797873,120.60978,15,17.3,12,84.12,0.4,0.4,CH,10
15.799033,120.611473,15,20,16,31.51,0.4,1.1,SM,15
15.535479,120.689187,15,20,62,23.45,0.3,6,SM,20
15.535636,120.689206,15,21,61,27.49,0.3,6,SM,20
15.597176,120.664616,15,19,49,33.18,0.3,3,SM,20
15.589208,120.698247,15,17.1,27,51.36,0.4,1.1,ML,20
15.596175,120.698729,15,17.1,39,53.1,0.4,3,ML,20
15.558353,120.689713,15,17,36,63.3,0.3,1.5,MH,15
15.558274,120.68961,15,17,39,66.3,0.3,1.5,MH,15
15.543797,120.681065,15,20,45,32.62,0.3,6,SM,20
15.543676,120.681087,15,20,50,31.57,0.3,6,SM,20
15.645886,120.388381,15,23,100,0,0.4,4,ROCK,6000
15.715506,120.623904,15,21,28,0.5368,0.4,28.5,ML,27.5
15.759537,120.600182,15,20,30,0.3259,0.3,1.5,SM,15
15.635408,120.624588,15,17,24,0.649,0.3,7.5,MH,15
15.555718,120.600598,15,19,52,0.206,0.3,3,SM,20
15.592509,120.620622,15,20,61,0.228,0.3,3,SM,20
15.59251,120.620552,15,21,48,0.293,0.3,3,SM,20
15.556476,120.573764,15,20,51,0.214,0.3,100,SM,20
15.556501,120.573845,15,19,48,0.205,0.3,100,SM,20
15.578761,120.573483,15,17,56,0.6048,0.3,4.5,MH,20
15.600169,120.544751,15,17,60,0.668,0.3,100,MH,20
15.600168,120.544618,15,17,88,0.622,0.3,100,MH,20
15.589244,120.597051,15,17,46,0.681,0.3,2.5,MH,20
15.58917,120.597011,15,17,39,0.676,0.3,2.5,MH,15
15.620661,120.500156,15,23,100,0,0.3,3,ROCK,2000
15.620647,120.500056,15,23,100,0,0.3,2.37,ROCK,2000
15.598293,120.517626,15,23,100,0,0.3,12,ROCK,300
15.555633,120.608133,15,20,51,0.26,0.3,2,SM,20
15.55565,120.608052,15,21,55,0.32,0.3,2,SM,20
15.596727,120.608189,15,20,64,0.226,0.3,1.5,SM,20
15.572991,120.551964,15,19.9,94,0.26,0.4,10,SM,25
15.573001,120.551884,15,19.2,94,0.31,0.4,10.5,SM,25
15.602593,120.593001,15,20,50,0.294,0.3,4.5,SM,20
15.645909,120.52908,15,19.5,48,0.284,0.4,6,SM,20
15.66474,120.555608,15,18,21,0.202,0.3,2,SM,15
15.664765,120.55554,15,18,22,0.2,0.3,2,SM,15
15.636114,120.543763,15,21,32,0.261,0.3,3,SM,20
15.636527,120.543634,15,21,57,0.3,0.3,3,SM,65
15.691076,120.55347,15,17,13,0.8566,0.3,3,CH,25
15.677637,120.58916,15,21,33,0.646,0.3,3,MH,20
15.677583,120.589097,15,21,28,0.642,0.3,3,MH,15
15.677111,120.480166,15,23,100,0,0.4,1.05,ROCK,300
15.677082,120.480209,15,23,100,0,0.4,1.05,ROCK,2000
15.634223,120.517015,15,23,100,0,0.4,6.1,ROCK,2000
15.62325,120.371596,15,23,100,0,0.4,7.5,ROCK,2000
15.621352,120.37284,15,23,100,0,0.4,2,ROCK,2000
15.625251,120.378636,15,23,100,0,0.4,100,ROCK,2000
15.625081,120.378554,15,23,100,0,0.4,100,ROCK,2000
15.684619,120.633292,15,16.7,34,66,0.4,4,MH,15
15.596805,120.698709,15,19,69,57.1,0.3,1,ML,20
15.586626,120.699743,15,21,46,30.7,0.3,4.5,SM,20
15.7270818,120.3585672,15,21,43,91,0.4,0.01,SM,35
15.3368218,120.505972,15,23,100,0,0.4,9,ROCK,6000
15.368155,120.505985,15,23,100,0,0.4,9,ROCK,6000
15.345582,120.592561,15,21,59,5.66,0.4,2.5,SM,65
15.345923,120.592566,15,21,59,3.4,0.4,2.5,CH,55
15.345885,120.592252,15,21,59,3.04,0.4,2.9,SP,65
15.3493239,120.5740941,15,21,100,2.69,0.4,1.5,SP,35
15.3493346,120.5740834,15,21,100,3.18,0.4,1.5,SP,35
15.3493432,120.5740782,15,21,100,3.01,0.4,1.5,SP,35
15.3604846,120.5304394,15,21,87,81.74,0.4,9.3,CH,55
15.3604923,120.5304318,15,21,89,24.65,0.4,9.5,SM,65
15.3604936,120.5304873,15,21,89,55.75,0.4,9.3,ML,55
15.311507,120.525509,15,23,100,0,0.4,100,ROCK,650
15.368374,120.505995,15,23,100,0,0.45,6,ROCK,650
15.368238,120.505962,15,23,100,0,0.45,9,ROCK,650
15.368155,120.505985,15,23,100,0,0.45,9,ROCK,650
15.33667,120.591695,15,21,59,21.3,0.4,6,SM,65
15.336751,120.592007,15,21,72,22.88,0.4,6,SM,65
15.336912,120.592032,15,21,80,21.57,0.4,6,SM,65
15.337439,120.589244,15,21,86,22.58,0.4,6,SM,65
15.35055556,120.5733333,15,21,100,22.72,0.4,100,SM,65
15.35055666,120.5734335,15,21,100,26.11,0.4,100,SM,65
15.35055757,120.5735496,15,21,100,28.99,0.4,100,SM,65
15.3505346,120.5701754,15,21,46,18.19,0.4,9,SM,35
15.332215,120.5908914,15,21,53,53.26,0.36,3,ML,55
15.33229444,120.5909653,15,21,55,52.57,0.36,3,ML,55
15.33234333,120.5909567,15,21,55,57.01,0.36,3,ML,55
15.32917361,120.5899628,15,21,57,53.3,0.36,3,ML,55
15.32917432,120.5899736,15,21,58,56.36,0.36,3,ML,55
15.3575853,120.530428,15,21,58,4.09,0.4,9,SP,65
15.3575962,120.5304292,15,21,59,2.86,0.4,9,SP,65
15.3575763,120.5304292,15,21,60,2.72,0.4,9,SP,65
15.468587,120.443263,15,23,100,0,0.47,8,ROCK,6000
15.468598,120.442912,15,23,100,0,0.47,7.5,ROCK,3325
15.616506,120.434783,15,23,100,0,0.47,6,ROCK,3325
15.616441,120.434581,15,23,100,0,0.47,6,ROCK,3325
15.470214,120.383233,15,23,100,0,0.48,6,ROCK,650
15.817066,120.611691,15,21,24,85,0.47,3,ML,27.5
15.817149,120.611651,15,21,30,77,0.47,3,CL,16
15.6254782,120.287526,15,23,100,0,0.346,3.46,CS,6000
15.279407,120.569097,1.5,21,17,51.21,0.4,9,ML,27.5
15.322512,120.596195,1.5,21,17,26.22,0.35,3,ML,27.5
15.279922,120.569694,1.5,20,19,4.68,0.4,6,SP,13.5
15.277808,120.521471,1.5,21,23,82.23,0.4,9.5,CH,10.5
15.278626,120.5219573,1.5,21,19,85.36,0.4,2,CH,27.5
15.399005,120.7182445,1.5,21,24,65.64,0.34,3,MH,27.5
15.277838,120.520837,1.5,21,18,81.41,0.4,100,CH,13.5
15.331204,120.636487,1.5,21,22,56.04,0.36,3,ML,20
15.35059444,120.4927778,1.5,21,23,32.99,0.44,8.5,SM,32.5
15.365694,120.448519,1.5,20.8,11,27.95,0.48,2,SM,10.5
15.3578,120.53065,1.5,20,10,85.09,0.4,7.5,CH,10.5
15.35769,120.53017,1.5,20,10,84.03,0.4,7.5,CH,32.5
15.37941,120.470341,1.5,20.3,9,28.72,0.45,3,SM,32.5
15.332477,120.591198,1.5,21,28,62.89,0.4,3,SP,32.5
15.403394,120.515884,1.5,21.5,26,3.01,0.4,3,SP,4
15.379707,120.470423,1.5,22.2,8,27.39,0.41,3,SM,13.5
15.377798,120.467872,1.5,21.6,8,2.9,0.41,3,SP,20
15.470323,120.383105,1.5,21,60,64.38,0.48,6,MH,55
15.81726,120.611548,1.5,19,33,33,0.47,4.5,CL,45
15.350556,120.573333,1.5,20,13,62.4,0.4,9,MH,20
15.325423,120.423657,1.5,20,19,27.3,0.03,3,SM,32.5
15.406295,120.536085,1.5,20,11,3.84,0.4,1,SP,32.5
15.346592,120.592147,1.5,20,13,39,0.36,8.5,SM,32.5
15.401375,120.537335,1.5,20,16,3.4,0.4,2,SP,32.5
15.32487,120.421894,1.5,20,23,26.4,0.45,3,SM,32.5
15.489744,120.588253,1.5,21,19,55.07,0.42,4.5,ML,27.5
15.483939,120.617972,1.5,21,28,54.3,0.37,1,ML,27.5
15.474778,120.625173,1.5,17.2,18,64.25,0.4,4.5,MH,27.5
15.482065,120.619075,1.5,20,10,56,0.37,9,ML,20
15.506875,120.582855,1.5,19,4,66.4,0.3,4.5,MH,10.5
15.529433,120.593472,1.5,19.5,6,23.8,0.4,6,SM,13.5
15.439419,120.58822,1.5,21,63,32,0.36,10,SM,65
15.500038,120.578579,1.5,21,21,54,0.42,4.2,ML,27.5
15.500467,120.576593,1.5,17,14,84.06,0.3,0.61,CH,20
15.45683,120.627096,1.5,20,20,26.51,0.4,4,SM,32.5
15.618822,120.431117,1.5,21,36,27.4,0.4,100,SM,35
15.3504006°,120.4602369°,1.5,20,12,30.77,0.45,8.5,SM,32.5
15.35973,120.5295,1.5,20,10,58.09,0.4,3,ML,20
15.31707,120.5446,1.5,20,10,65.62,0.4,12,MH,20
15.317,120.5442,1.5,20,10,64.78,0.4,10,MH,20
15.36075,120.5302,1.5,20,10,82.62,0.4,9.5,CH,20
15.35898,120.5297,1.5,20,14,55.4,0.4,1.5,ML,20
15.35891,120.5293,1.5,19.5,7,82.76,0.4,7.5,CH,10.5
15.35899,120.5357,1.5,20,9,58.5,0.4,100,ML,20
15.368641°,120.490274°,1.5,21,15,66.01,0.45,7.5,MH,27.5
15.36905,120.4908,1.5,20,13,67.05,0.45,7.5,MH,20
15.327567°,120.591033°,1.5,20,25,28.85,0.4,3,SM,32.5
15.3359,120.6253,1.5,20,11,87.37,0.36,1.05,CH,20
15.30301,120.695,1.5,19,7,4.22,0.33,4.05,SP,13.5
15.32441,120.6564,1.5,19,5,23.26,0.36,1,SM,13.5
15.32627,120.6544,1.5,20,14,19.9,0.36,1,SM,32.5
15.732336°,120.434617°,1.5,17,9,67.1,0.2,4.3,MH,10
15.656521°,120.400915°,1.5,17.7,15,58,0.4,6,ML,12
15.769566°,120.575766°,1.5,20,8,51.98,0.3,1.05,ML,20
15.744291°,120.596494°,1.5,17,17,65.56,0.3,100,MH,12
15.643867°,120.672856°,1.5,17.7,7,57.74,0.4,3,ML,10
15.686441°,120.635555°,1.5,17,27,66.64,0.3,3,MH,15
15.786300°,120.605656°,1.5,17,7,64.2,0.3,4.5,MH,10
15.800020°,120.611164°,1.5,22.3,22,34.03,0.4,2.5,SM,15
15.597202°,120.664573°,1.5,18,13,56.7,0.4,3,ML,12
15.759126°,120.600236°,1.5,17,5,85.85,0.3,1.5,CH,6
15.635467°,120.624711°,1.5,20,21,23.8,0.3,7.5,SM,15
15.555744°,120.600555°,1.5,18,10,53.9,0.3,3,ML,10
15.578777°,120.573149°,1.5,20,35,20.85,0.3,12,SM,20
15.598641°,120.517534°,1.5,18,58,53,0.3,7,ML,20
15.602424°,120.593012°,1.5,21,27,27,0.3,4.5,SM,15
15.642894°,120.528764°,1.5,20.7,22,26.89,0.3,3,SM,15
15.693865°,120.551974°,1.5,18,13,66.3,0.3,1,MH,12
15.634186°,120.516916°,1.5,20,43,28,0.4,6.1,SM,20
15.621352°,120.37284°,1.5,23,100,0,0.4,2,SANDSTONE,2000
15.59681,120.6987,1.5,19,33,54,0.3,1,ML,15
15.34932,120.5741,1.5,19.5,5,63.62,0.4,1.5,CH,10.5
15.36047,120.5304,1.5,20,10,82.62,0.4,9.5,CH,20
15.33667,120.5917,1.5,21,26,63.6,0.4,6,MH,27.5
15.33669,120.592,1.5,21,19,61.1,0.4,6,MH,27.5
15.35053,120.5702,1.5,19.5,4,53.91,0.4,9,ML,10.5
15.33234,120.591,1.5,21,15,53.09,0.36,3,ML,27.5
15.62537,120.2874,1.5,21,37,36,0.346,5,SM,35
15.279407,120.569097,3,21,17,51.21,0.4,9,ML,32.5
15.322512,120.596195,3,21,17,26.22,0.35,3,ML,27.5
15.279922,120.569694,3,20,19,4.68,0.4,6,SP,32.5
15.277808,120.521471,3,21,23,82.23,0.4,9.5,CH,27.5
15.278626,120.5219573,3,21,19,85.36,0.4,2,CH,27.5
15.399005,120.7182445,3,21,24,65.64,0.34,3,MH,27.5
15.277838,120.520837,3,21,18,81.41,0.4,3,CH,27.5
15.331204,120.636487,3,21,22,56.04,0.36,3,ML,27.5
15.35059444,120.4927778,3,21,23,32.99,0.44,8.5,SM,32.5
15.365694,120.448519,3,20.8,11,27.95,0.48,2,SM,32.5
15.3578,120.53065,3,20,10,85.09,0.4,7.5,CH,20
15.35769,120.53017,3,20,10,84.03,0.4,7.5,CH,20
15.37941,120.470341,3,20.3,9,28.72,0.45,3,SM,13.5
15.332477,120.591198,3,21,28,62.89,0.4,3,MH,27.5
15.403394,120.515884,3,21.5,26,3.01,0.4,3,SP,32.5
15.379707,120.470423,3,22.2,10,27.39,0.41,3,SM,13.5
15.377798,120.467872,3,21.6,9,2.9,0.41,3,SP,13.5
15.470323,120.383105,3,21,90,64.38,0.48,6,MH,55
15.81726,120.611548,3,19,10,33,0.47,4.5,SM,13.5
15.350556,120.573333,3,21,18,58.57,0.4,9,ML,27.5
15.325423,120.423657,3,20,20,23.7,0.03,3,SM,32.5
15.406295,120.536085,3,19,9,4.25,0.4,1,SP,13.5
15.346592,120.592147,3,23,100,0,0.36,8.5,sandstone,6000
15.401375,120.537335,3,20,18,3.7,0.4,2,SP,32.5
15.32487,120.421894,3,20,23,26,0.45,3,SM,32.5
15.489744,120.588253,3,20,14,53.21,0.42,4.5,ML,20
15.483939,120.617972,3,21,32,53.5,0.37,1,ML,55
15.474778,120.625173,3,17,35,64.53,0.4,4.5,MH,55
15.482065,120.619075,3,20,15,58,0.37,9,ML,27.5
15.506875,120.582855,3,19,5,63.9,0.3,4.5,MH,10.5
15.529433,120.593472,3,19.5,9,21.6,0.4,6,SM,13.5
15.439419,120.58822,3,21,79,19,0.36,10,SM,65
15.500038,120.578579,3,21,30,34,0.42,4.2,SM,32.5
15.500467,120.576593,3,17,20,86.35,0.3,0.61,CH,27.5
15.45683,120.627096,3,20,27,32.56,0.4,4,SM,32.5
15.618822,120.431117,3,21,44,22.7,0.4,100,SM,35
15.3504006°,120.4602369°,3,20,26,27.77,0.45,8.5,SM,32.5
15.35973,120.5295,3,20,13,55.48,0.4,3,ML,20
15.31707,120.5446,3,21,19,64.51,0.4,12,MH,27.5
15.317,120.5442,3,21,19,65.34,0.4,10,MH,27.5
15.36075,120.5302,3,21,15,81.97,0.4,9.5,CH,27.5
15.35898,120.5297,3,21,16,57.93,0.4,1.5,ML,27.5
15.35891,120.5293,3,20,10,84.03,0.4,7.5,CH,20
15.35899,120.5357,3,20,20,25.29,0.4,100,SM,32.5
15.368641°,120.490274°,3,21,19,66.42,0.45,7.5,MH,27.5
15.36905,120.4908,3,19.5,7,64.2,0.45,7.5,MH,10.5
15.327567°,120.591033°,3,20,28,29.59,0.4,3,SM,32.5
15.3359,120.6253,3,21,15,87.06,0.36,1.05,CH,27.5
15.30301,120.695,3,20,11,3.19,0.33,4.05,SP,32.5
15.32441,120.6564,3,20,20,18.75,0.36,1,SM,32.5
15.32627,120.6544,3,20,17,23.19,0.36,1,SM,32.5
15.732336°,120.434617°,3,17,10,65.1,0.2,4.3,MH,10
15.656521°,120.400915°,3,18,16,55,0.4,6,ML,12
15.769566°,120.575766°,3,21,17,51.61,0.3,1.05,ML,27.5
15.744291°,120.596494°,3,17,25,62.17,0.3,100,MH,15
15.643867°,120.672856°,3,18.1,8,53.54,0.4,3,ML,10
15.686441°,120.635555°,3,17,33,63.86,0.3,3,MH,15
15.786300°,120.605656°,3,17,9,68,0.3,4.5,MH,12
15.800020°,120.611164°,3,22.2,35,33.84,0.4,2.5,SM,20
15.597202°,120.664573°,3,18,18,55.34,0.4,3,ML,12
15.759126°,120.600236°,3,17,8,88.19,0.3,1.5,CH,13
15.635467°,120.624711°,3,20,17,28.3,0.3,7.5,SM,15
15.555744°,120.600555°,3,20,11,20.1,0.3,3,SM,10
15.578777°,120.573149°,3,22,33,31.29,0.3,12,SM,15
15.598641°,120.517534°,3,19,59,35,0.3,7,SM,20
15.602424°,120.593012°,3,21,39,28.4,0.3,4.5,SM,20
15.642894°,120.528764°,3,20.4,25,33.27,0.3,3,SM,15
15.693865°,120.551974°,3,18,13,68.1,0.3,1,MH,12
15.634186°,120.516916°,3,23,100,0,0.4,6.1,CORING,2000
15.621352°,120.37284°,3,23,100,0,0.4,2,SANDSTONE,2000
15.59681,120.6987,3,18,35,55.1,0.3,1,ML,15
15.34932,120.5741,3,19.5,4,62.76,0.4,1.5,CH,10.5
15.36047,120.5304,3,21,15,81.97,0.4,9.5,CH,27.5
15.33667,120.5917,3,21,34,22.76,0.4,6,SM,35
15.33669,120.592,3,20,27,19.28,0.4,6,SM,32.5
15.35053,120.5702,3,19.5,4,54.78,0.4,9,ML,10.5
15.33234,120.591,3,20,13,54.2,0.36,3,ML,20
15.62537,120.2874,3,21,40,26,0.346,5,SM,35
15.279407,120.569097,4.5,20,21,25.01,0.4,9,SM,32.5
15.322512,120.596195,4.5,21,20,24.22,0.35,3,ML,27.5
15.279922,120.569694,4.5,20,28,2.77,0.4,6,SP,32.5
15.277808,120.521471,4.5,21,28,82.77,0.4,9.5,CH,27.5
15.278626,120.5219573,4.5,21,22,86.62,0.4,2,CH,27.5
15.399005,120.7182445,4.5,21,32,64.43,0.34,3,MH,55
15.277838,120.520837,4.5,20,18,20.27,0.4,3,SM,32.5
15.331204,120.636487,4.5,20,8,52.09,0.36,3,ML,20
15.35059444,120.4927778,4.5,21,26,29.92,0.44,8.5,SM,32.5
15.365694,120.448519,4.5,19.8,8,33.2,0.48,2,SM,13.5
15.3578,120.53065,4.5,21,15,52.35,0.4,7.5,ML,27.5
15.35769,120.53017,4.5,21,13,62.78,0.4,7.5,CH,20
15.37941,120.470341,4.5,19.5,13,32,0.45,3,SM,32.5
15.332477,120.591198,4.5,21,32,64.51,0.4,3,MH,55
15.403394,120.515884,4.5,22.4,25,4.58,0.4,3,SP,32.5
15.379707,120.470423,4.5,20.9,13,31.53,0.41,3,SM,13.5
15.377798,120.467872,4.5,21,12,1.06,0.41,3,SP,13.5
15.470323,120.383105,4.5,23,100,0,0.48,6,SANDSTONE,6000
15.81726,120.611548,4.5,21,38,25,0.47,4.5,SM,35
15.350556,120.573333,4.5,21,23,52.88,0.4,9,ML,27.5
15.325423,120.423657,4.5,20,21,25.7,0.03,3,SM,32.5
15.406295,120.536085,4.5,20,15,2.24,0.4,1,SP,32.5
15.346592,120.592147,4.5,23,100,0,0.36,8.5,sandstone,6000
15.401375,120.537335,4.5,20,24,1.8,0.4,2,SP,32.5
15.32487,120.421894,4.5,20,24,28,0.45,3,SM,32.5
15.489744,120.588253,4.5,21,21,54.73,0.42,4.5,ML,27.5
15.483939,120.617972,4.5,21,41,22.3,0.37,1,SM,35
15.474778,120.625173,4.5,16.8,75,62.44,0.4,4.5,MH,55
15.482065,120.619075,4.5,21,27,58,0.37,9,ML,27.5
15.506875,120.582855,4.5,19,10,67.4,0.3,4.5,MH,20
15.529433,120.593472,4.5,19.5,10,21.5,0.4,6,SM,13.5
15.439419,120.58822,4.5,23,100,0,0.36,10,SANDSTONE,6000
15.500038,120.578579,4.5,21,29,21,0.42,4.2,SM,32.5
15.500467,120.576593,4.5,19,20,32.93,0.3,0.61,SM,32.5
15.45683,120.627096,4.5,20,100,0,0.4,4,cobble stone,6000
15.618822,120.431117,4.5,21,58,25.2,0.4,100,SM,65
15.3504006°,120.4602369°,4.5,20,29,32.36,0.45,8.5,SM,32.5
15.35973,120.5295,4.5,21,16,53.66,0.4,3,ML,27.5
15.31707,120.5446,4.5,23,100,0,0.4,12,SANDSTONE,650
15.317,120.5442,4.5,23,100,0,0.4,10,SANDSTONE,650
15.36075,120.5302,4.5,21,22,81.38,0.4,9.5,CH,27.5
15.35898,120.5297,4.5,21,21,54.15,0.4,1.5,ML,27.5
15.35891,120.5293,4.5,20,13,62.78,0.4,7.5,MH,20
15.35899,120.5357,4.5,20,24,26.7,0.4,100,SM,32.5
15.368641°,120.490274°,4.5,20,13,65.26,0.45,7.5,MH,20
15.36905,120.4908,4.5,19.5,6,66.68,0.45,7.5,MH,10.5
15.327567°,120.591033°,4.5,21,47,15.1,0.4,3,SM,35
15.3359,120.6253,4.5,21,19,83.57,0.36,1.05,CH,27.5
15.30301,120.695,4.5,20,15,3.78,0.33,4.05,SP,32.5
15.32441,120.6564,4.5,20,11,25.29,0.36,1,SM,32.5
15.32627,120.6544,4.5,20,17,23.63,0.36,1,SM,32.5
15.732336°,120.434617°,4.5,17,4,63.9,0.2,4.3,MH,8
15.656521°,120.400915°,4.5,17.5,20,52,0.4,6,ML,12
15.769566°,120.575766°,4.5,20,12,59.98,0.3,1.05,ML,20
15.744291°,120.596494°,4.5,17,14,62.85,0.3,100,MH,12
15.643867°,120.672856°,4.5,18.5,10,55.21,0.4,3,ML,12
15.686441°,120.635555°,4.5,18,26,63.94,0.3,3,MH,15
15.786300°,120.605656°,4.5,17,12,61.4,0.3,4.5,MH,12
15.800020°,120.611164°,4.5,20.7,32,34.54,0.4,2.5,SM,15
15.597202°,120.664573°,4.5,18,21,52.31,0.4,3,ML,12
15.759126°,120.600236°,4.5,17,10,83.14,0.3,1.5,CH,13
15.635467°,120.624711°,4.5,17,21,66,0.3,7.5,MH,15
15.555744°,120.600555°,4.5,21,26,52,0.3,3,ML,15
15.578777°,120.573149°,4.5,21,19,25.28,0.3,12,SM,15
